Date,Head
2014-08-09,15.882083333333329
2014-08-10,15.911666666666662
2014-08-11,15.915000000000001
2014-08-12,15.915000000000004
2014-08-13,15.931249999999999
2014-08-14,15.948333333333329
2014-08-15,15.932500000000005
2014-08-16,15.947083333333333
2014-08-17,15.982500000000002
2014-08-18,16.002916666666664
2014-08-19,16.012083333333326
2014-08-20,16.042500000000008
2014-08-21,16.045833333333338
2014-08-22,16.04833333333334
2014-08-23,16.047916666666676
2014-08-24,16.037083333333324
2014-08-25,16.023749999999996
2014-08-26,16.030416666666667
2014-08-27,16.094583333333336
2014-08-28,16.124166666666667
2014-08-29,16.126666666666665
2014-08-30,16.15291666666666
2014-08-31,16.15041666666667
2014-09-01,16.16291666666667
2014-09-02,16.166250000000012
2014-09-03,16.161666666666672
2014-09-04,16.16375000000001
2014-09-05,16.15624999999999
2014-09-06,16.147499999999997
2014-09-07,16.137916666666662
2014-09-08,16.125
2014-09-09,16.106250000000014
2014-09-10,16.095416666666654
2014-09-11,16.082916666666662
2014-09-12,16.06625
2014-09-13,16.047083333333344
2014-09-14,16.036666666666658
2014-09-15,16.035
2014-09-16,16.037083333333324
2014-09-17,16.029166666666658
2014-09-18,16.022916666666664
2014-09-19,16.019999999999996
2014-09-20,16.01458333333333
2014-09-21,16.008749999999996
2014-09-22,15.99541666666667
2014-09-23,15.986250000000007
2014-09-24,15.980000000000004
2014-09-25,15.990000000000004
2014-09-26,15.980000000000004
2014-09-27,15.975000000000009
2014-09-28,15.970000000000008
2014-09-29,15.971250000000007
2014-09-30,15.96583333333333
2014-10-01,15.960416666666665
2014-10-02,15.957083333333335
2014-10-03,15.949999999999994
2014-10-04,15.952499999999993
2014-10-05,15.959166666666667
2014-10-06,15.944166666666662
2014-10-07,15.962500000000007
2014-10-08,15.97958333333334
2014-10-09,15.99
2014-10-10,15.997500000000002
2014-10-11,15.978750000000005
2014-10-12,15.980833333333335
2014-10-13,16.00458333333333
2014-10-14,16.02874999999999
2014-10-15,16.02458333333333
2014-10-16,16.01791666666666
2014-10-17,16.03333333333334
2014-10-18,16.033749999999994
2014-10-19,16.030416666666657
2014-10-20,16.032083333333322
2014-10-21,16.02999999999999
2014-10-22,16.048750000000005
2014-10-23,16.07874999999999
2014-10-24,16.09125
2014-10-25,16.099166666666672
2014-10-26,16.11000000000001
2014-10-27,16.115833333333338
2014-10-28,16.118333333333336
2014-10-29,16.12375
2014-10-30,16.116250000000008
2014-10-31,16.111666666666675
2014-11-01,16.118750000000002
2014-11-02,16.11916666666667
2014-11-03,16.125833333333333
2014-11-04,16.15208333333334
2014-11-05,16.160000000000007
2014-11-06,16.142499999999995
2014-11-07,16.13
2014-11-08,16.142916666666668
2014-11-09,16.122083333333336
2014-11-10,16.117083333333337
2014-11-11,16.11000000000001
2014-11-12,16.115416666666672
2014-11-13,16.11000000000001
2014-11-14,16.092916666666664
2014-11-15,16.103333333333342
2014-11-16,16.11000000000001
2014-11-17,16.124166666666664
2014-11-18,16.132499999999997
2014-11-19,16.11833333333334
2014-11-20,16.097916666666656
2014-11-21,16.089999999999993
2014-11-22,16.10208333333334
2014-11-23,16.10375000000001
2014-11-24,16.10333333333334
2014-11-25,16.088749999999994
2014-11-26,16.094166666666677
2014-11-27,16.10833333333334
2014-11-28,16.119583333333335
2014-11-29,16.110833333333343
2014-11-30,16.093333333333323
2014-12-01,16.091666666666658
2014-12-02,16.085416666666664
2014-12-03,16.07791666666666
2014-12-04,16.06458333333333
2014-12-05,16.072499999999994
2014-12-06,16.069999999999997
2014-12-07,16.05416666666667
2014-12-08,16.07041666666666
2014-12-09,16.071666666666662
2014-12-10,16.059166666666666
2014-12-11,16.09041666666666
2014-12-12,16.10708333333334
2014-12-13,16.155833333333337
2014-12-14,16.170000000000012
2014-12-15,16.16125
2015-01-10,16.555833333333332
2015-01-11,16.600833333333338
2015-01-12,16.61916666666667
2015-01-13,16.626666666666665
2015-01-14,16.627916666666664
2015-01-15,16.623333333333335
2015-01-16,16.64375
2015-01-17,16.581249999999994
2015-01-18,16.543333333333337
2015-01-19,16.547500000000003
2015-01-20,16.522499999999997
2015-01-21,16.50041666666667
2015-01-22,16.47833333333333
2015-01-23,16.438333333333336
