Date,B49F0448_2
2006-10-12 12:00:00,4.83
2006-10-26 12:00:00,4.8
2006-11-13 12:00:00,4.8
2006-11-27 12:00:00,4.79
2006-12-12 12:00:00,4.92
2006-12-28 12:00:00,5.08
2007-01-15 12:00:00,5.48
2007-01-29 12:00:00,5.28
2007-02-27 12:00:00,5.55
2007-03-13 12:00:00,5.65
2007-03-26 12:00:00,5.78
2007-04-16 12:00:00,5.65
2007-05-01 12:00:00,5.43
2007-05-14 12:00:00,5.44
2007-05-30 12:00:00,5.43
2007-06-12 12:00:00,5.33
2007-06-25 12:00:00,5.35
2007-07-16 12:00:00,5.68
2007-07-30 12:00:00,5.86
2007-08-10 12:00:00,5.88
2007-08-24 12:00:00,5.8
2007-09-10 12:00:00,5.69
2007-09-27 12:00:00,5.58
2007-10-15 12:00:00,5.5
2007-10-30 12:00:00,5.44
2007-11-13 12:00:00,5.48
2007-11-26 12:00:00,5.42
2007-12-17 12:00:00,5.67
2008-01-02 12:00:00,5.77
2008-01-14 12:00:00,5.79
2008-01-28 12:00:00,5.87
2008-02-13 12:00:00,5.95
2008-02-26 12:00:00,5.97
2008-03-12 12:00:00,5.93
2008-03-25 12:00:00,6.12
2008-04-14 12:00:00,6.2
2008-05-13 12:00:00,5.95
2008-05-27 12:00:00,5.86
2008-06-16 12:00:00,5.76
2008-06-30 12:00:00,5.58
2008-07-14 12:00:00,5.53
2008-08-04 12:00:00,5.47
2008-08-26 12:00:00,5.54
2008-09-16 12:00:00,5.49
2008-09-29 12:00:00,5.42
2008-10-13 12:00:00,5.5
2008-10-27 12:00:00,5.43
2008-11-11 12:00:00,5.39
2008-11-24 12:00:00,5.49
2008-12-09 12:00:00,5.62
2008-12-22 12:00:00,5.63
2009-01-12 12:00:00,5.64
2009-01-26 12:00:00,5.6
2009-02-11 12:00:00,5.67
2009-02-26 12:00:00,5.79
2009-03-16 12:00:00,5.79
2009-03-30 12:00:00,5.79
2009-04-16 12:00:00,5.75
2009-04-27 12:00:00,5.73
2009-05-12 12:00:00,5.6
2009-05-28 12:00:00,5.46
2009-06-11 12:00:00,5.4
2009-06-29 12:00:00,5.3
2009-07-13 12:00:00,5.25
2009-07-27 12:00:00,5.23
2009-08-17 12:00:00,5.1
2009-08-31 12:00:00,5.09
2009-09-14 12:00:00,5.02
2009-09-28 12:00:00,4.92
2009-10-13 12:00:00,4.87
2009-10-26 12:00:00,4.87
2009-11-17 12:00:00,4.83
2009-12-01 12:00:00,4.85
2009-12-14 12:00:00,4.96
2009-12-28 12:00:00,5.07
2010-01-13 12:00:00,5.2
2010-01-26 12:00:00,5.29
2010-02-11 12:00:00,5.42
2010-02-25 12:00:00,5.5
2010-03-12 12:00:00,5.59
2010-03-30 12:00:00,5.63
2010-04-13 12:00:00,5.65
2010-04-27 12:00:00,5.57
2010-05-10 12:00:00,5.55
2010-05-25 12:00:00,5.44
2010-06-17 12:00:00,5.34
2010-06-28 12:00:00,5.19
2010-07-15 12:00:00,5.07
2010-07-26 12:00:00,5.03
2010-08-12 12:00:00,5.05
2010-08-30 12:00:00,4.99
2010-09-16 12:00:00,5.07
2010-09-29 12:00:00,5.08
2010-10-13 12:00:00,5.09
2010-10-29 12:00:00,5.13
2010-11-15 12:00:00,5.24
2010-11-30 12:00:00,5.54
2010-12-13 12:00:00,5.57
2010-12-27 12:00:00,5.65
2011-01-12 12:00:00,5.75
