DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
905,19210609,    0,     ,
905,19210610,   20,     ,
905,19210611,   44,     ,
905,19210612,   21,     ,
905,19210613,   11,     ,
905,19210614,   27,     ,
905,19210615,    0,     ,
905,19210616,    0,     ,
905,19210617,    0,     ,
905,19210618,    0,     ,
905,19210619,    0,     ,
905,19210620,    3,     ,
905,19210621,   50,     ,
905,19210622,    0,     ,
905,19210623,   10,     ,
905,19210624,    0,     ,
905,19210625,    0,     ,
905,19210626,    0,     ,
905,19210627,    6,     ,
905,19210628,    0,     ,
905,19210629,    0,     ,
905,19210630,    0,     ,
905,19210701,    0,     ,
905,19210702,   60,     ,
905,19210703,    0,     ,
905,19210704,   50,     ,
905,19210705,   20,     ,
905,19210706,    0,     ,
905,19210707,   10,     ,
905,19210708,    0,     ,
905,19210709,    0,     ,
905,19210710,    0,     ,
905,19210711,    0,     ,
905,19210712,    0,     ,
905,19210713,    0,     ,
905,19210714,    0,     ,
905,19210715,    0,     ,
905,19210716,    0,     ,
905,19210717,    1,     ,
905,19210718,   45,     ,
905,19210719,    0,     ,
905,19210720,    0,     ,
905,19210721,    0,     ,
905,19210722,    0,     ,
905,19210723,    0,     ,
905,19210724,    0,     ,
905,19210725,    0,     ,
905,19210726,    0,     ,
905,19210727,    5,     ,
905,19210728,   55,     ,
905,19210729,    6,     ,
905,19210730,    6,     ,
905,19210731,    0,     ,
905,19210801,    0,     ,
905,19210802,    0,     ,
905,19210803,    0,     ,
905,19210804,    5,     ,
905,19210805,    0,     ,
905,19210806,    4,     ,
905,19210807,    0,     ,
905,19210808,    0,     ,
905,19210809,    0,     ,
905,19210810,    0,     ,
905,19210811,   40,     ,
905,19210812,    0,     ,
905,19210813,    0,     ,
905,19210814,  320,     ,
905,19210815,    0,     ,
905,19210816,    9,     ,
905,19210817,    0,     ,
905,19210818,    0,     ,
905,19210819,    0,     ,
905,19210820,    0,     ,
905,19210821,   31,     ,
905,19210822,    0,     ,
905,19210823,    0,     ,
905,19210824,   42,     ,
905,19210825,    0,     ,
905,19210826,    0,     ,
905,19210827,    0,     ,
905,19210828,    0,     ,
905,19210829,    0,     ,
905,19210830,   70,     ,
905,19210831,    0,     ,
905,19210901,    0,     ,
905,19210902,    0,     ,
905,19210903,   17,     ,
905,19210904,    0,     ,
905,19210905,    0,     ,
905,19210906,    0,     ,
905,19210907,    0,     ,
905,19210908,    0,     ,
905,19210909,    0,     ,
905,19210910,    0,     ,
905,19210911,   42,     ,
905,19210912,   15,     ,
905,19210913,   15,     ,
905,19210914,  106,     ,
905,19210915,    0,     ,
905,19210916,    3,     ,
905,19210917,    0,     ,
905,19210918,    0,     ,
905,19210919,    0,     ,
905,19210920,    0,     ,
905,19210921,   11,     ,
905,19210922,    0,     ,
905,19210923,    0,     ,
905,19210924,    0,     ,
905,19210925,    0,     ,
905,19210926,    0,     ,
905,19210927,    5,     ,
905,19210928,    0,     ,
905,19210929,    0,     ,
905,19210930,    0,     ,
905,19211001,    0,     ,
905,19211002,    0,     ,
905,19211003,    0,     ,
905,19211004,   47,     ,
905,19211005,    0,     ,
905,19211006,    0,     ,
905,19211007,    0,     ,
905,19211008,    0,     ,
905,19211009,    0,     ,
905,19211010,    0,     ,
905,19211011,    4,     ,
905,19211012,    0,     ,
905,19211013,    0,     ,
905,19211014,    3,     ,
905,19211015,    0,     ,
905,19211016,    0,     ,
905,19211017,    0,     ,
905,19211018,    0,     ,
905,19211019,    0,     ,
905,19211020,   42,     ,
905,19211021,    1,     ,
905,19211022,   20,     ,
905,19211023,   25,     ,
905,19211024,   65,     ,
905,19211025,    4,     ,
905,19211026,    0,     ,
905,19211027,    0,     ,
905,19211028,    0,     ,
905,19211029,    0,     ,
905,19211030,   18,     ,
905,19211031,    0,     ,
