date, sealevel
2018-03-24 19:00:00,-0.6950000000000001
2018-03-24 20:00:00,-0.6383333333
2018-03-24 21:00:00,-0.1833333333
2018-03-24 22:00:00,0.20500000000000002
2018-03-24 23:00:00,0.3966666667
2018-03-25 00:00:00,0.49166666670000003
2018-03-25 01:00:00,0.5383333333
2018-03-25 02:00:00,0.5366666667000001
2018-03-25 03:00:00,0.41500000000000004
2018-03-25 04:00:00,0.12
2018-03-25 05:00:00,-0.2116666667
2018-03-25 06:00:00,-0.4566666667
2018-03-25 07:00:00,-0.6283333333000001
2018-03-25 08:00:00,-0.6533333333
2018-03-25 09:00:00,-0.3516666667
2018-03-25 10:00:00,0.1
2018-03-25 11:00:00,0.355
2018-03-25 12:00:00,0.4883333333
2018-03-25 13:00:00,0.5483333333
2018-03-25 14:00:00,0.5433333333
2018-03-25 15:00:00,0.45
2018-03-25 16:00:00,0.2033333333
2018-03-25 17:00:00,-0.1266666667
2018-03-25 18:00:00,-0.4166666667
2018-03-25 19:00:00,-0.6283333333000001
2018-03-25 20:00:00,-0.76
2018-03-25 21:00:00,-0.7133333333
2018-03-25 22:00:00,-0.3466666667
2018-03-25 23:00:00,0.04
2018-03-26 00:00:00,0.255
2018-03-26 01:00:00,0.37166666670000004
2018-03-26 02:00:00,0.42666666670000003
2018-03-26 03:00:00,0.43166666670000003
2018-03-26 04:00:00,0.36166666670000003
2018-03-26 05:00:00,0.13
2018-03-26 06:00:00,-0.185
2018-03-26 07:00:00,-0.43666666670000004
2018-03-26 08:00:00,-0.5933333333
2018-03-26 09:00:00,-0.6233333333000001
2018-03-26 10:00:00,-0.40333333330000004
2018-03-26 11:00:00,0.0033333333
2018-03-26 12:00:00,0.2966666667
2018-03-26 13:00:00,0.4466666667
